Freq.	V(vo)
Step Information: Run=1  (Run: 1/10)
3.69828179780235e+002	(6.27808502494104e+000dB,-2.54986063659422e+001°)
3.70680721782545e+002	(6.27891900492114e+000dB,-2.55642414148561e+001°)
3.71535229097141e+002	(6.27975405323717e+000dB,-2.56300735252092e+001°)
3.72391706254537e+002	(6.28059014743612e+000dB,-2.56961034412728e+001°)
3.73250157795689e+002	(6.28142726468979e+000dB,-2.57623319106182e+001°)
3.74110588272022e+002	(6.28226538179048e+000dB,-2.58287596841290e+001°)
3.74973002245452e+002	(6.28310447514649e+000dB,-2.58953875160125e+001°)
3.75837404288412e+002	(6.28394452077771e+000dB,-2.59622161638120e+001°)
3.76703798983877e+002	(6.28478549431100e+000dB,-2.60292463884180e+001°)
3.77572190925384e+002	(6.28562737097567e+000dB,-2.60964789540802e+001°)
3.78442584717061e+002	(6.28647012559887e+000dB,-2.61639146284193e+001°)
3.79314984973650e+002	(6.28731373260086e+000dB,-2.62315541824379e+001°)
3.80189396320529e+002	(6.28815816599037e+000dB,-2.62993983905327e+001°)
3.81065823393741e+002	(6.28900339935973e+000dB,-2.63674480305055e+001°)
3.81944270840014e+002	(6.28984940588018e+000dB,-2.64357038835750e+001°)
3.82824743316790e+002	(6.29069615829691e+000dB,-2.65041667343876e+001°)
3.83707245492246e+002	(6.29154362892421e+000dB,-2.65728373710288e+001°)
3.84591782045321e+002	(6.29239178964046e+000dB,-2.66417165850345e+001°)
3.85478357665739e+002	(6.29324061188317e+000dB,-2.67108051714020e+001°)
3.86366977054036e+002	(6.29409006664388e+000dB,-2.67801039286010e+001°)
3.87257644921584e+002	(6.29494012446307e+000dB,-2.68496136585845e+001°)
3.88150365990615e+002	(6.29579075542501e+000dB,-2.69193351667993e+001°)
3.89045144994247e+002	(6.29664192915251e+000dB,-2.69892692621974e+001°)
3.89941986676510e+002	(6.29749361480169e+000dB,-2.70594167572462e+001°)
3.90840895792369e+002	(6.29834578105663e+000dB,-2.71297784679391e+001°)
3.91741877107750e+002	(6.29919839612405e+000dB,-2.72003552138057e+001°)
3.92644935399566e+002	(6.30005142772784e+000dB,-2.72711478179229e+001°)
3.93550075455744e+002	(6.30090484310359e+000dB,-2.73421571069243e+001°)
3.94457302075245e+002	(6.30175860899309e+000dB,-2.74133839110108e+001°)
3.95366620068094e+002	(6.30261269163870e+000dB,-2.74848290639605e+001°)
3.96278034255406e+002	(6.30346705677778e+000dB,-2.75564934031386e+001°)
3.97191549469406e+002	(6.30432166963690e+000dB,-2.76283777695071e+001°)
3.98107170553463e+002	(6.30517649492617e+000dB,-2.77004830076348e+001°)
3.99024902362108e+002	(6.30603149683339e+000dB,-2.77728099657063e+001°)
3.99944749761063e+002	(6.30688663901823e+000dB,-2.78453594955318e+001°)
4.00866717627268e+002	(6.30774188460624e+000dB,-2.79181324525563e+001°)
4.01790810848905e+002	(6.30859719618293e+000dB,-2.79911296958687e+001°)
4.02717034325424e+002	(6.30945253578773e+000dB,-2.80643520882108e+001°)
4.03645392967570e+002	(6.31030786490787e+000dB,-2.81378004959861e+001°)
4.04575891697408e+002	(6.31116314447225e+000dB,-2.82114757892687e+001°)
4.05508535448349e+002	(6.31201833484520e+000dB,-2.82853788418114e+001°)
4.06443329165178e+002	(6.31287339582028e+000dB,-2.83595105310546e+001°)
4.07380277804078e+002	(6.31372828661384e+000dB,-2.84338717381344e+001°)
4.08319386332657e+002	(6.31458296585871e+000dB,-2.85084633478904e+001°)
4.09260659729976e+002	(6.31543739159773e+000dB,-2.85832862488737e+001°)
4.10204102986571e+002	(6.31629152127723e+000dB,-2.86583413333551e+001°)
4.11149721104487e+002	(6.31714531174046e+000dB,-2.87336294973318e+001°)
4.12097519097295e+002	(6.31799871922093e+000dB,-2.88091516405353e+001°)
4.13047501990126e+002	(6.31885169933572e+000dB,-2.88849086664387e+001°)
4.13999674819695e+002	(6.31970420707878e+000dB,-2.89609014822631e+001°)
4.14954042634327e+002	(6.32055619681399e+000dB,-2.90371309989849e+001°)
4.15910610493986e+002	(6.32140762226833e+000dB,-2.91135981313422e+001°)
4.16869383470299e+002	(6.32225843652495e+000dB,-2.91903037978409e+001°)
4.17830366646586e+002	(6.32310859201611e+000dB,-2.92672489207615e+001°)
4.18793565117882e+002	(6.32395804051609e+000dB,-2.93444344261644e+001°)
4.19758983990971e+002	(6.32480673313410e+000dB,-2.94218612438959e+001°)
4.20726628384408e+002	(6.32565462030695e+000dB,-2.94995303075935e+001°)
4.21696503428546e+002	(6.32650165179188e+000dB,-2.95774425546917e+001°)
4.22668614265566e+002	(6.32734777665915e+000dB,-2.96555989264261e+001°)
4.23642966049504e+002	(6.32819294328466e+000dB,-2.97340003678390e+001°)
4.24619563946276e+002	(6.32903709934242e+000dB,-2.98126478277835e+001°)
4.25598413133706e+002	(6.32988019179701e+000dB,-2.98915422589279e+001°)
4.26579518801556e+002	(6.33072216689598e+000dB,-2.99706846177596e+001°)
4.27562886151549e+002	(6.33156297016216e+000dB,-3.00500758645887e+001°)
4.28548520397402e+002	(6.33240254638584e+000dB,-3.01297169635520e+001°)
4.29536426764850e+002	(6.33324083961701e+000dB,-3.02096088826155e+001°)
4.30526610491673e+002	(6.33407779315743e+000dB,-3.02897525935777e+001°)
4.31519076827728e+002	(6.33491334955268e+000dB,-3.03701490720722e+001°)
4.32513831034971e+002	(6.33574745058405e+000dB,-3.04507992975698e+001°)
4.33510878387491e+002	(6.33658003726052e+000dB,-3.05317042533805e+001°)
4.34510224171533e+002	(6.33741104981051e+000dB,-3.06128649266554e+001°)
4.35511873685530e+002	(6.33824042767364e+000dB,-3.06942823083880e+001°)
4.36515832240128e+002	(6.33906810949241e+000dB,-3.07759573934149e+001°)
4.37522105158214e+002	(6.33989403310377e+000dB,-3.08578911804170e+001°)
4.38530697774947e+002	(6.34071813553068e+000dB,-3.09400846719196e+001°)
4.39541615437786e+002	(6.34154035297352e+000dB,-3.10225388742922e+001°)
4.40554863506515e+002	(6.34236062080150e+000dB,-3.11052547977488e+001°)
4.41570447353274e+002	(6.34317887354396e+000dB,-3.11882334563465e+001°)
4.42588372362588e+002	(6.34399504488155e+000dB,-3.12714758679851e+001°)
4.43608643931394e+002	(6.34480906763742e+000dB,-3.13549830544048e+001°)
4.44631267469070e+002	(6.34562087376833e+000dB,-3.14387560411853e+001°)
4.45656248397464e+002	(6.34643039435555e+000dB,-3.15227958577429e+001°)
4.46683592150924e+002	(6.34723755959588e+000dB,-3.16071035373283e+001°)
4.47713304176323e+002	(6.34804229879248e+000dB,-3.16916801170233e+001°)
4.48745389933093e+002	(6.34884454034557e+000dB,-3.17765266377377e+001°)
4.49779854893248e+002	(6.34964421174320e+000dB,-3.18616441442047e+001°)
4.50816704541420e+002	(6.35044123955186e+000dB,-3.19470336849776e+001°)
4.51855944374882e+002	(6.35123554940697e+000dB,-3.20326963124243e+001°)
4.52897579903581e+002	(6.35202706600338e+000dB,-3.21186330827226e+001°)
4.53941616650163e+002	(6.35281571308575e+000dB,-3.22048450558540e+001°)
4.54988060150008e+002	(6.35360141343884e+000dB,-3.22913332955982e+001°)
4.56036915951256e+002	(6.35438408887774e+000dB,-3.23780988695261e+001°)
4.57088189614835e+002	(6.35516366023804e+000dB,-3.24651428489929e+001°)
4.58141886714493e+002	(6.35594004736586e+000dB,-3.25524663091303e+001°)
4.59198012836828e+002	(6.35671316910783e+000dB,-3.26400703288389e+001°)
4.60256573581315e+002	(6.35748294330105e+000dB,-3.27279559907791e+001°)
4.61317574560339e+002	(6.35824928676289e+000dB,-3.28161243813623e+001°)
4.62381021399219e+002	(6.35901211528072e+000dB,-3.29045765907412e+001°)
4.63446919736247e+002	(6.35977134360160e+000dB,-3.29933137127994e+001°)
4.64515275222708e+002	(6.36052688542188e+000dB,-3.30823368451412e+001°)
4.65586093522918e+002	(6.36127865337668e+000dB,-3.31716470890797e+001°)
4.66659380314247e+002	(6.36202655902930e+000dB,-3.32612455496251e+001°)
4.67735141287157e+002	(6.36277051286064e+000dB,-3.33511333354727e+001°)
4.68813382145224e+002	(6.36351042425836e+000dB,-3.34413115589891e+001°)
4.69894108605174e+002	(6.36424620150616e+000dB,-3.35317813361992e+001°)
4.70977326396911e+002	(6.36497775177283e+000dB,-3.36225437867716e+001°)
4.72063041263548e+002	(6.36570498110127e+000dB,-3.37136000340038e+001°)
4.73151258961438e+002	(6.36642779439745e+000dB,-3.38049512048065e+001°)
4.74241985260202e+002	(6.36714609541927e+000dB,-3.38965984296878e+001°)
4.75335225942763e+002	(6.36785978676532e+000dB,-3.39885428427360e+001°)
4.76430986805373e+002	(6.36856876986356e+000dB,-3.40807855816024e+001°)
4.77529273657648e+002	(6.36927294495999e+000dB,-3.41733277874827e+001°)
4.78630092322595e+002	(6.36997221110714e+000dB,-3.42661706050987e+001°)
4.79733448636646e+002	(6.37066646615253e+000dB,-3.43593151826780e+001°)
4.80839348449685e+002	(6.37135560672702e+000dB,-3.44527626719345e+001°)
4.81947797625084e+002	(6.37203952823316e+000dB,-3.45465142280465e+001°)
4.83058802039729e+002	(6.37271812483333e+000dB,-3.46405710096356e+001°)
4.84172367584056e+002	(6.37339128943792e+000dB,-3.47349341787440e+001°)
4.85288500162077e+002	(6.37405891369333e+000dB,-3.48296049008109e+001°)
4.86407205691418e+002	(6.37472088796996e+000dB,-3.49245843446488e+001°)
4.87528490103342e+002	(6.37537710135011e+000dB,-3.50198736824184e+001°)
4.88652359342790e+002	(6.37602744161578e+000dB,-3.51154740896028e+001°)
4.89778819368402e+002	(6.37667179523635e+000dB,-3.52113867449815e+001°)
4.90907876152559e+002	(6.37731004735629e+000dB,-3.53076128306025e+001°)
4.92039535681406e+002	(6.37794208178267e+000dB,-3.54041535317543e+001°)
4.93173803954891e+002	(6.37856778097269e+000dB,-3.55010100369372e+001°)
4.94310686986791e+002	(6.37918702602106e+000dB,-3.55981835378327e+001°)
4.95450190804745e+002	(6.37979969664737e+000dB,-3.56956752292732e+001°)
4.96592321450291e+002	(6.38040567118326e+000dB,-3.57934863092104e+001°)
4.97737084978891e+002	(6.38100482655970e+000dB,-3.58916179786820e+001°)
4.98884487459967e+002	(6.38159703829397e+000dB,-3.59900714417789e+001°)
5.00034534976933e+002	(6.38218218047678e+000dB,-3.60888479056104e+001°)
5.01187233627227e+002	(6.38276012575918e+000dB,-3.61879485802684e+001°)
5.02342589522341e+002	(6.38333074533938e+000dB,-3.62873746787916e+001°)
5.03500608787859e+002	(6.38389390894962e+000dB,-3.63871274171275e+001°)
5.04661297563482e+002	(6.38444948484283e+000dB,-3.64872080140942e+001°)
5.05824662003068e+002	(6.38499733977929e+000dB,-3.65876176913413e+001°)
5.06990708274658e+002	(6.38553733901320e+000dB,-3.66883576733085e+001°)
5.08159442560514e+002	(6.38606934627920e+000dB,-3.67894291871851e+001°)
5.09330871057149e+002	(6.38659322377876e+000dB,-3.68908334628666e+001°)
5.10504999975360e+002	(6.38710883216650e+000dB,-3.69925717329115e+001°)
5.11681835540261e+002	(6.38761603053660e+000dB,-3.70946452324962e+001°)
5.12861383991318e+002	(6.38811467640890e+000dB,-3.71970551993691e+001°)
5.14043651582379e+002	(6.38860462571506e+000dB,-3.72998028738038e+001°)
5.15228644581709e+002	(6.38908573278466e+000dB,-3.74028894985509e+001°)
5.16416369272024e+002	(6.38955785033120e+000dB,-3.75063163187883e+001°)
5.17606831950520e+002	(6.39002082943809e+000dB,-3.76100845820709e+001°)
5.18800038928913e+002	(6.39047451954443e+000dB,-3.77141955382789e+001°)
5.19995996533468e+002	(6.39091876843093e+000dB,-3.78186504395649e+001°)
5.21194711105033e+002	(6.39135342220556e+000dB,-3.79234505402994e+001°)
5.22396188999072e+002	(6.39177832528933e+000dB,-3.80285970970157e+001°)
5.23600436585702e+002	(6.39219332040188e+000dB,-3.81340913683530e+001°)
5.24807460249724e+002	(6.39259824854706e+000dB,-3.82399346149987e+001°)
5.26017266390658e+002	(6.39299294899840e+000dB,-3.83461280996287e+001°)
5.27229861422774e+002	(6.39337725928464e+000dB,-3.84526730868470e+001°)
5.28445251775132e+002	(6.39375101517508e+000dB,-3.85595708431239e+001°)
5.29663443891609e+002	(6.39411405066495e+000dB,-3.86668226367324e+001°)
5.30884444230939e+002	(6.39446619796068e+000dB,-3.87744297376839e+001°)
5.32108259266745e+002	(6.39480728746514e+000dB,-3.88823934176616e+001°)
5.33334895487572e+002	(6.39513714776292e+000dB,-3.89907149499536e+001°)
5.34564359396922e+002	(6.39545560560535e+000dB,-3.90993956093835e+001°)
5.35796657513292e+002	(6.39576248589568e+000dB,-3.92084366722404e+001°)
5.37031796370203e+002	(6.39605761167411e+000dB,-3.93178394162069e+001°)
5.38269782516238e+002	(6.39634080410281e+000dB,-3.94276051202860e+001°)
5.39510622515078e+002	(6.39661188245092e+000dB,-3.95377350647258e+001°)
5.40754322945531e+002	(6.39687066407944e+000dB,-3.96482305309436e+001°)
5.42000890401573e+002	(6.39711696442614e+000dB,-3.97590928014481e+001°)
5.43250331492383e+002	(6.39735059699047e+000dB,-3.98703231597596e+001°)
5.44502652842370e+002	(6.39757137331830e+000dB,-3.99819228903291e+001°)
5.45757861091220e+002	(6.39777910298682e+000dB,-4.00938932784558e+001°)
5.47015962893921e+002	(6.39797359358925e+000dB,-4.02062356102029e+001°)
5.48276964920803e+002	(6.39815465071959e+000dB,-4.03189511723113e+001°)
5.49540873857573e+002	(6.39832207795738e+000dB,-4.04320412521128e+001°)
5.50807696405352e+002	(6.39847567685236e+000dB,-4.05455071374400e+001°)
5.52077439280706e+002	(6.39861524690919e+000dB,-4.06593501165364e+001°)
5.53350109215685e+002	(6.39874058557206e+000dB,-4.07735714779627e+001°)
5.54625712957859e+002	(6.39885148820943e+000dB,-4.08881725105033e+001°)
5.55904257270352e+002	(6.39894774809858e+000dB,-4.10031545030697e+001°)
5.57185748931878e+002	(6.39902915641030e+000dB,-4.11185187446029e+001°)
5.58470194736778e+002	(6.39909550219351e+000dB,-4.12342665239734e+001°)
5.59757601495058e+002	(6.39914657235988e+000dB,-4.13503991298800e+001°)
5.61047976032418e+002	(6.39918215166846e+000dB,-4.14669178507462e+001°)
5.62341325190296e+002	(6.39920202271029e+000dB,-4.15838239746154e+001°)
5.63637655825901e+002	(6.39920596589307e+000dB,-4.17011187890432e+001°)
5.64936974812249e+002	(6.39919375942579e+000dB,-4.18188035809890e+001°)
5.66239289038200e+002	(6.39916517930339e+000dB,-4.19368796367049e+001°)
5.67544605408494e+002	(6.39911999929141e+000dB,-4.20553482416230e+001°)
5.68852930843788e+002	(6.39905799091078e+000dB,-4.21742106802405e+001°)
5.70164272280694e+002	(6.39897892342238e+000dB,-4.22934682360029e+001°)
5.71478636671813e+002	(6.39888256381195e+000dB,-4.24131221911856e+001°)
5.72796030985775e+002	(6.39876867677478e+000dB,-4.25331738267728e+001°)
5.74116462207273e+002	(6.39863702470054e+000dB,-4.26536244223350e+001°)
5.75439937337103e+002	(6.39848736765810e+000dB,-4.27744752559040e+001°)
5.76766463392196e+002	(6.39831946338046e+000dB,-4.28957276038461e+001°)
5.78096047405663e+002	(6.39813306724971e+000dB,-4.30173827407332e+001°)
5.79428696426826e+002	(6.39792793228196e+000dB,-4.31394419392114e+001°)
5.80764417521257e+002	(6.39770380911244e+000dB,-4.32619064698682e+001°)
5.82103217770816e+002	(6.39746044598053e+000dB,-4.33847776010970e+001°)
5.83445104273689e+002	(6.39719758871501e+000dB,-4.35080565989593e+001°)
5.84790084144425e+002	(6.39691498071922e+000dB,-4.36317447270455e+001°)
5.86138164513973e+002	(6.39661236295646e+000dB,-4.37558432463325e+001°)
5.87489352529721e+002	(6.39628947393525e+000dB,-4.38803534150399e+001°)
5.88843655355533e+002	(6.39594604969490e+000dB,-4.40052764884837e+001°)
5.90201080171788e+002	(6.39558182379101e+000dB,-4.41306137189273e+001°)
5.91561634175418e+002	(6.39519652728113e+000dB,-4.42563663554312e+001°)
5.92925324579943e+002	(6.39478988871047e+000dB,-4.43825356436990e+001°)
5.94292158615516e+002	(6.39436163409782e+000dB,-4.45091228259230e+001°)
5.95662143528953e+002	(6.39391148692140e+000dB,-4.46361291406254e+001°)
5.97035286583780e+002	(6.39343916810500e+000dB,-4.47635558224988e+001°)
5.98411595060262e+002	(6.39294439600412e+000dB,-4.48914041022434e+001°)
5.99791076255452e+002	(6.39242688639227e+000dB,-4.50196752064025e+001°)
6.01173737483221e+002	(6.39188635244745e+000dB,-4.51483703571946e+001°)
6.02559586074300e+002	(6.39132250473864e+000dB,-4.52774907723444e+001°)
6.03948629376322e+002	(6.39073505121260e+000dB,-4.54070376649105e+001°)
6.05340874753856e+002	(6.39012369718064e+000dB,-4.55370122431109e+001°)
6.06736329588447e+002	(6.38948814530570e+000dB,-4.56674157101460e+001°)
6.08135001278660e+002	(6.38882809558947e+000dB,-4.57982492640193e+001°)
6.09536897240111e+002	(6.38814324535973e+000dB,-4.59295140973556e+001°)
6.10942024905513e+002	(6.38743328925788e+000dB,-4.60612113972165e+001°)
6.12350391724715e+002	(6.38669791922660e+000dB,-4.61933423449136e+001°)
6.13762005164735e+002	(6.38593682449773e+000dB,-4.63259081158191e+001°)
6.15176872709809e+002	(6.38514969158032e+000dB,-4.64589098791743e+001°)
6.16595001861423e+002	(6.38433620424891e+000dB,-4.65923487978945e+001°)
6.18016400138357e+002	(6.38349604353198e+000dB,-4.67262260283728e+001°)
6.19441075076722e+002	(6.38262888770062e+000dB,-4.68605427202800e+001°)
6.20869034230004e+002	(6.38173441225743e+000dB,-4.69953000163631e+001°)
6.22300285169100e+002	(6.38081228992567e+000dB,-4.71304990522402e+001°)
6.23734835482359e+002	(6.37986219063856e+000dB,-4.72661409561935e+001°)
6.25172692775625e+002	(6.37888378152898e+000dB,-4.74022268489596e+001°)
6.26613864672275e+002	(6.37787672691922e+000dB,-4.75387578435172e+001°)
6.28058358813257e+002	(6.37684068831112e+000dB,-4.76757350448718e+001°)
6.29506182857137e+002	(6.37577532437648e+000dB,-4.78131595498383e+001°)
6.30957344480132e+002	(6.37468029094765e+000dB,-4.79510324468211e+001°)
6.32411851376158e+002	(6.37355524100850e+000dB,-4.80893548155910e+001°)
6.33869711256866e+002	(6.37239982468562e+000dB,-4.82281277270597e+001°)
6.35330931851682e+002	(6.37121368923984e+000dB,-4.83673522430524e+001°)
6.36795520907854e+002	(6.36999647905799e+000dB,-4.85070294160765e+001°)
6.38263486190487e+002	(6.36874783564517e+000dB,-4.86471602890885e+001°)
6.39734835482586e+002	(6.36746739761708e+000dB,-4.87877458952587e+001°)
6.41209576585099e+002	(6.36615480069284e+000dB,-4.89287872577320e+001°)
6.42687717316957e+002	(6.36480967768817e+000dB,-4.90702853893871e+001°)
6.44169265515115e+002	(6.36343165850878e+000dB,-4.92122412925931e+001°)
6.45654229034593e+002	(6.36202037014432e+000dB,-4.93546559589625e+001°)
6.47142615748520e+002	(6.36057543666249e+000dB,-4.94975303691031e+001°)
6.48634433548175e+002	(6.35909647920363e+000dB,-4.96408654923660e+001°)
6.50129690343027e+002	(6.35758311597572e+000dB,-4.97846622865915e+001°)
6.51628394060779e+002	(6.35603496224978e+000dB,-4.99289216978527e+001°)
6.53130552647409e+002	(6.35445163035551e+000dB,-5.00736446601960e+001°)
6.54636174067211e+002	(6.35283272967760e+000dB,-5.02188320953794e+001°)
6.56145266302841e+002	(6.35117786665225e+000dB,-5.03644849126083e+001°)
6.57657837355356e+002	(6.34948664476426e+000dB,-5.05106040082682e+001°)
6.59173895244257e+002	(6.34775866454446e+000dB,-5.06571902656559e+001°)
6.60693448007531e+002	(6.34599352356771e+000dB,-5.08042445547066e+001°)
6.62216503701697e+002	(6.34419081645124e+000dB,-5.09517677317208e+001°)
6.63743070401844e+002	(6.34235013485354e+000dB,-5.10997606390860e+001°)
6.65273156201676e+002	(6.34047106747374e+000dB,-5.12482241049986e+001°)
6.66806769213557e+002	(6.33855320005141e+000dB,-5.13971589431811e+001°)
6.68343917568549e+002	(6.33659611536698e+000dB,-5.15465659525985e+001°)
6.69884609416461e+002	(6.33459939324251e+000dB,-5.16964459171715e+001°)
6.71428852925886e+002	(6.33256261054319e+000dB,-5.18467996054877e+001°)
6.72976656284252e+002	(6.33048534117918e+000dB,-5.19976277705097e+001°)
6.74528027697856e+002	(6.32836715610816e+000dB,-5.21489311492824e+001°)
6.76082975391915e+002	(6.32620762333828e+000dB,-5.23007104626364e+001°)
6.77641507610608e+002	(6.32400630793183e+000dB,-5.24529664148899e+001°)
6.79203632617118e+002	(6.32176277200934e+000dB,-5.26056996935485e+001°)
6.80769358693674e+002	(6.31947657475443e+000dB,-5.27589109690026e+001°)
6.82338694141602e+002	(6.31714727241911e+000dB,-5.29126008942226e+001°)
6.83911647281362e+002	(6.31477441832974e+000dB,-5.30667701044516e+001°)
6.85488226452594e+002	(6.31235756289371e+000dB,-5.32214192168976e+001°)
6.87068440014164e+002	(6.30989625360658e+000dB,-5.33765488304209e+001°)
6.88652296344208e+002	(6.30739003505997e+000dB,-5.35321595252227e+001°)
6.90239803840174e+002	(6.30483844895012e+000dB,-5.36882518625290e+001°)
6.91830970918868e+002	(6.30224103408702e+000dB,-5.38448263842742e+001°)
6.93425806016501e+002	(6.29959732640431e+000dB,-5.40018836127824e+001°)
6.95024317588728e+002	(6.29690685896985e+000dB,-5.41594240504467e+001°)
6.96626514110700e+002	(6.29416916199690e+000dB,-5.43174481794068e+001°)
6.98232404077102e+002	(6.29138376285612e+000dB,-5.44759564612254e+001°)
6.99841996002204e+002	(6.28855018608824e+000dB,-5.46349493365618e+001°)
7.01455298419902e+002	(6.28566795341749e+000dB,-5.47944272248454e+001°)
7.03072319883764e+002	(6.28273658376567e+000dB,-5.49543905239462e+001°)
7.04693068967077e+002	(6.27975559326715e+000dB,-5.51148396098448e+001°)
7.06317554262892e+002	(6.27672449528439e+000dB,-5.52757748363006e+001°)
7.07945784384068e+002	(6.27364280042458e+000dB,-5.54371965345185e+001°)
7.09577767963318e+002	(6.27051001655664e+000dB,-5.55991050128147e+001°)
7.11213513653258e+002	(6.26732564882935e+000dB,-5.57615005562812e+001°)
7.12853030126449e+002	(6.26408919969020e+000dB,-5.59243834264484e+001°)
7.14496326075442e+002	(6.26080016890490e+000dB,-5.60877538609478e+001°)
7.16143410212831e+002	(6.25745805357794e+000dB,-5.62516120731729e+001°)
7.17794291271290e+002	(6.25406234817387e+000dB,-5.64159582519393e+001°)
7.19448978003628e+002	(6.25061254453943e+000dB,-5.65807925611442e+001°)
7.21107479182828e+002	(6.24710813192651e+000dB,-5.67461151394248e+001°)
7.22769803602098e+002	(6.24354859701611e+000dB,-5.69119260998157e+001°)
7.24435960074918e+002	(6.23993342394299e+000dB,-5.70782255294073e+001°)
7.26105957435082e+002	(6.23626209432134e+000dB,-5.72450134890013e+001°)
7.27779804536751e+002	(6.23253408727134e+000dB,-5.74122900127677e+001°)
7.29457510254496e+002	(6.22874887944651e+000dB,-5.75800551079002e+001°)
7.31139083483344e+002	(6.22490594506211e+000dB,-5.77483087542723e+001°)
7.32824533138831e+002	(6.22100475592442e+000dB,-5.79170509040928e+001°)
7.34513868157041e+002	(6.21704478146088e+000dB,-5.80862814815611e+001°)
7.36207097494662e+002	(6.21302548875132e+000dB,-5.82560003825227e+001°)
7.37904230129027e+002	(6.20894634255996e+000dB,-5.84262074741249e+001°)
7.39605275058163e+002	(6.20480680536856e+000dB,-5.85969025944729e+001°)
7.41310241300843e+002	(6.20060633741035e+000dB,-5.87680855522856e+001°)
7.43019137896627e+002	(6.19634439670506e+000dB,-5.89397561265529e+001°)
7.44731973905914e+002	(6.19202043909492e+000dB,-5.91119140661925e+001°)
7.46448758409991e+002	(6.18763391828159e+000dB,-5.92845590897082e+001°)
7.48169500511079e+002	(6.18318428586412e+000dB,-5.94576908848485e+001°)
7.49894209332380e+002	(6.17867099137795e+000dB,-5.96313091082664e+001°)
7.51622894018130e+002	(6.17409348233486e+000dB,-5.98054133851802e+001°)
7.53355563733641e+002	(6.16945120426397e+000dB,-5.99800033090351e+001°)
7.55092227665358e+002	(6.16474360075375e+000dB,-6.01550784411669e+001°)
7.56832895020898e+002	(6.15997011349505e+000dB,-6.03306383104659e+001°)
7.58577575029107e+002	(6.15513018232526e+000dB,-6.05066824130439e+001°)
7.60326276940105e+002	(6.15022324527329e+000dB,-6.06832102119011e+001°)
7.62079010025335e+002	(6.14524873860587e+000dB,-6.08602211365962e+001°)
7.63835783577613e+002	(6.14020609687469e+000dB,-6.10377145829180e+001°)
7.65596606911179e+002	(6.13509475296466e+000dB,-6.12156899125584e+001°)
7.67361489361741e+002	(6.12991413814324e+000dB,-6.13941464527889e+001°)
7.69130440286532e+002	(6.12466368211087e+000dB,-6.15730834961383e+001°)
7.70903469064352e+002	(6.11934281305231e+000dB,-6.17525003000732e+001°)
7.72680585095624e+002	(6.11395095768924e+000dB,-6.19323960866817e+001°)
7.74461797802440e+002	(6.10848754133382e+000dB,-6.21127700423589e+001°)
7.76247116628613e+002	(6.10295198794327e+000dB,-6.22936213174961e+001°)
7.78036551039725e+002	(6.09734372017568e+000dB,-6.24749490261726e+001°)
7.79830110523180e+002	(6.09166215944670e+000dB,-6.26567522458512e+001°)
7.81627804588250e+002	(6.08590672598749e+000dB,-6.28390300170764e+001°)
7.83429642766132e+002	(6.08007683890357e+000dB,-6.30217813431764e+001°)
7.85235634609992e+002	(6.07417191623485e+000dB,-6.32050051899694e+001°)
7.87045789695019e+002	(6.06819137501676e+000dB,-6.33887004854725e+001°)
7.88860117618474e+002	(6.06213463134225e+000dB,-6.35728661196158e+001°)
7.90678627999745e+002	(6.05600110042512e+000dB,-6.37575009439595e+001°)
7.92501330480391e+002	(6.04979019666423e+000dB,-6.39426037714164e+001°)
7.94328234724200e+002	(6.04350133370887e+000dB,-6.41281733759782e+001°)
7.96159350417237e+002	(6.03713392452505e+000dB,-6.43142084924464e+001°)
7.97994687267895e+002	(6.03068738146307e+000dB,-6.45007078161682e+001°)
7.99834255006947e+002	(6.02416111632587e+000dB,-6.46876700027774e+001°)
8.01678063387597e+002	(6.01755454043865e+000dB,-6.48750936679404e+001°)
8.03526122185535e+002	(6.01086706471945e+000dB,-6.50629773871070e+001°)
8.05378441198984e+002	(6.00409809975063e+000dB,-6.52513196952674e+001°)
8.07235030248755e+002	(5.99724705585160e+000dB,-6.54401190867141e+001°)
8.09095899178299e+002	(5.99031334315239e+000dB,-6.56293740148104e+001°)
8.10961057853758e+002	(5.98329637166831e+000dB,-6.58190828917637e+001°)
8.12830516164016e+002	(5.97619555137560e+000dB,-6.60092440884059e+001°)
8.14704284020756e+002	(5.96901029228801e+000dB,-6.61998559339800e+001°)
8.16582371358508e+002	(5.96174000453448e+000dB,-6.63909167159322e+001°)
8.18464788134706e+002	(5.95438409843762e+000dB,-6.65824246797118e+001°)
8.20351544329734e+002	(5.94694198459332e+000dB,-6.67743780285774e+001°)
8.22242649946986e+002	(5.93941307395114e+000dB,-6.69667749234095e+001°)
8.24138115012917e+002	(5.93179677789581e+000dB,-6.71596134825311e+001°)
8.26037949577094e+002	(5.92409250832946e+000dB,-6.73528917815355e+001°)
8.27942163712249e+002	(5.91629967775489e+000dB,-6.75466078531204e+001°)
8.29850767514337e+002	(5.90841769935967e+000dB,-6.77407596869311e+001°)
8.31763771102585e+002	(5.90044598710115e+000dB,-6.79353452294109e+001°)
8.33681184619548e+002	(5.89238395579229e+000dB,-6.81303623836587e+001°)
8.35603018231162e+002	(5.88423102118829e+000dB,-6.83258090092964e+001°)
8.37529282126796e+002	(5.87598660007421e+000dB,-6.85216829223424e+001°)
8.39459986519311e+002	(5.86765011035318e+000dB,-6.87179818950954e+001°)
8.41395141645108e+002	(5.85922097113553e+000dB,-6.89147036560261e+001°)
